beat,CaseNbr,building,address,streetname,PersonalLoss,ccClass,ccDescription,DateOccuredFrom,TimeOccuredFrom,DateOccuredTo,TimeOccuredTo,datereported,Timereported,LocationCriteria,ListValue,ccLevel,SiteName,
A,1803504,34TH ST & TROUSDALE PKY,,,$0 ,SERVICE,Injury Response,09/13/18,12:39,09/13/18,13:09,09/13/18,12:39,0,Street Intersection,I,UNIVERSITY PARK CAMPUS,Sep
A,1800107,34TH ST & WATT WY,,,$0 ,ALCOHOL,Alcohol/Drug Overdose,01/13/18,00:12,01/13/18,00:23,01/13/18,00:12,0,Street Intersection,I,UNIVERSITY PARK CAMPUS,Jan
A,1800795,34TH ST & WATT WY,,,$0 ,PROPERTY,Recovered/Impounded Bicycle,02/21/18,14:09,02/21/18,14:09,02/21/18,14:09,0,Street Intersection,I,UNIVERSITY PARK CAMPUS,Feb
A,1800891,34TH ST & WATT WY,,,$0 ,TRAFFIC,Traffic Collision-Bicycle,02/26/18,07:57,02/26/18,08:13,02/26/18,07:57,0,Street Intersection,I,UNIVERSITY PARK CAMPUS,Feb
A,1801932,34TH ST & WATT WY,,,"$1,000 ",THEFT-GRAND,Theft Grand-Plain,05/03/18,20:15,05/03/18,22:05,05/03/18,22:15,0,Street Intersection,F,UNIVERSITY PARK CAMPUS,May
A,1803505,34TH ST & WATT WY,,,$0 ,PROPERTY,Recovered/Impounded Bicycle,09/13/18,12:17,09/13/18,14:03,09/13/18,12:17,0,Street Intersection,I,UNIVERSITY PARK CAMPUS,Sep
A,1801621,AHMANSON CENTER FOR BIOLOGICAL RESEARCH,825,BLOOM WK,$0 ,SERVICE,Suspicious Circumstances,04/12/18,09:50,04/12/18,11:26,04/12/18,09:50,0,Classroom/Research,O,UNIVERSITY PARK CAMPUS,Apr
A,1801689,AHMANSON CENTER FOR BIOLOGICAL RESEARCH,825,BLOOM WK,$0 ,PROPERTY,Lost/Missing Property,04/16/18,18:30,04/17/18,08:30,04/17/18,09:02,0,Classroom/Research,O,UNIVERSITY PARK CAMPUS,Apr
A,1802184,AHMANSON CENTER FOR BIOLOGICAL RESEARCH,825,BLOOM WK,$0 ,EH&S,Water Leak,05/26/18,07:00,05/26/18,07:53,05/26/18,07:00,0,Classroom/Research,I,UNIVERSITY PARK CAMPUS,May
A,1802838,AHMANSON CENTER FOR BIOLOGICAL RESEARCH,825,BLOOM WK,$0 ,DISORDERLY CONDUCT,"Prowling, Loitering",07/31/18,09:17,07/31/18,13:40,07/31/18,09:17,0,Classroom/Research,M,UNIVERSITY PARK CAMPUS,Jul
A,1800692,ALBERT S. RAUBENHEIMER MUSIC FACULTY MEMORIAL BUIL,840,34TH ST,$0 ,VANDALISM,Vandalism-Misdemeanor,02/17/18,02:20,02/17/18,02:20,02/17/18,02:22,0,Classroom/Research,M,UNIVERSITY PARK CAMPUS,Feb
A,1800699,ALBERT S. RAUBENHEIMER MUSIC FACULTY MEMORIAL BUIL,840,34TH ST,$0 ,PROPERTY,Recovered/Impounded Bicycle,02/17/18,11:03,02/17/18,11:04,02/17/18,11:03,0,Classroom/Research,I,UNIVERSITY PARK CAMPUS,Feb
A,1801048,ALBERT S. RAUBENHEIMER MUSIC FACULTY MEMORIAL BUIL,840,34TH ST,"$1,040 ",THEFT-GRAND,Theft Grand-Plain,03/05/18,09:50,03/05/18,10:00,03/05/18,11:02,0,Classroom/Research,F,UNIVERSITY PARK CAMPUS,Mar
A,1802067,ALBERT S. RAUBENHEIMER MUSIC FACULTY MEMORIAL BUIL,840,34TH ST,$400 ,THEFT-PETTY,Theft Petty-Plain,04/29/18,16:00,04/29/18,17:00,05/15/18,18:07,0,Classroom/Research,M,UNIVERSITY PARK CAMPUS,May
A,1800335,ALLAN HANCOCK FOUNDATION,3616,TROUSDALE PK,$0 ,PROPERTY,Damaged Property,01/26/18,17:00,01/29/18,06:15,01/29/18,06:29,0,Classroom/Research,I,UNIVERSITY PARK CAMPUS,Jan
A,1800823,ALLAN HANCOCK FOUNDATION,3616,TROUSDALE PK,$0 ,PROPERTY,Recovered/Impounded Bicycle,02/22/18,15:45,02/22/18,15:45,02/22/18,15:45,0,Classroom/Research,I,UNIVERSITY PARK CAMPUS,Feb
A,1801610,ALLAN HANCOCK FOUNDATION,3616,TROUSDALE PK,$0 ,ALCOHOL,Drinking In Public,04/11/18,18:18,04/11/18,19:07,04/11/18,18:18,0,Classroom/Research,M,UNIVERSITY PARK CAMPUS,Apr
A,1801835,ALLAN HANCOCK FOUNDATION,3616,TROUSDALE PK,$0 ,SERVICE,Suspicious Circumstances,04/27/18,09:50,04/27/18,10:47,04/27/18,09:50,0,Classroom/Research,O,UNIVERSITY PARK CAMPUS,Apr
A,1802246,ALLAN HANCOCK FOUNDATION,3616,TROUSDALE PK,$0 ,PROPERTY,Recovered/Impounded Bicycle,06/04/18,02:15,06/04/18,02:17,06/04/18,02:15,0,Classroom/Research,I,UNIVERSITY PARK CAMPUS,Jun
A,1802262,ALLAN HANCOCK FOUNDATION,3616,TROUSDALE PK,$0 ,SERVICE,Illness Response,06/05/18,13:22,06/05/18,13:55,06/05/18,13:22,0,Classroom/Research,I,UNIVERSITY PARK CAMPUS,Jun
A,1802542,ALLAN HANCOCK FOUNDATION,3616,TROUSDALE PK,$0 ,FIRE,Alarm Malfunction,07/02/18,20:36,07/02/18,21:12,07/02/18,20:36,0,Classroom/Research,I,UNIVERSITY PARK CAMPUS,Jul
A,1802941,ALLAN HANCOCK FOUNDATION,3616,TROUSDALE PK,$0 ,SERVICE,Suspicious Circumstances,08/09/18,15:55,08/09/18,16:27,08/09/18,15:55,0,Classroom/Research,O,UNIVERSITY PARK CAMPUS,Aug
A,1803302,ALLAN HANCOCK FOUNDATION,3616,TROUSDALE PK,$0 ,FIRE,Alarm Malicious,08/31/18,21:38,08/31/18,22:42,08/31/18,21:38,0,Classroom/Research,I,UNIVERSITY PARK CAMPUS,Aug
A,1801218,ANNENBERG SCHOOL FOR COMMUNICATION,3502,WATT WY,$440 ,THEFT-PETTY,Theft Petty-Plain,03/15/18,10:30,03/19/18,11:30,03/19/18,10:01,0,Classroom/Research,M,UNIVERSITY PARK CAMPUS,Mar
A,1801405,ANNENBERG SCHOOL FOR COMMUNICATION,3502,WATT WY,$0 ,ADMINISTRATIVE,Report Voided,03/19/18,17:00,03/30/18,12:00,03/30/18,11:29,0,Classroom/Research,O,UNIVERSITY PARK CAMPUS,Mar
A,1801437,ANNENBERG SCHOOL FOR COMMUNICATION,3502,WATT WY,"$2,400 ",THEFT-GRAND,Theft Grand-Plain,03/31/18,20:21,03/31/18,23:38,03/31/18,20:21,0,Classroom/Research,F,UNIVERSITY PARK CAMPUS,Mar
A,1801628,ANNENBERG SCHOOL FOR COMMUNICATION,3502,WATT WY,$0 ,SERVICE,Suspicious Circumstances,04/12/18,19:15,04/12/18,19:17,04/12/18,19:15,0,Classroom/Research,O,UNIVERSITY PARK CAMPUS,Apr
A,1801947,ANNENBERG SCHOOL FOR COMMUNICATION,3502,WATT WY,$0 ,SERVICE,Illness Response,05/04/18,19:31,05/04/18,21:07,05/04/18,19:31,0,Classroom/Research,I,UNIVERSITY PARK CAMPUS,May
A,1802216,ANNENBERG SCHOOL FOR COMMUNICATION,3502,WATT WY,$0 ,PROPERTY,Recovered/Impounded Bicycle,05/30/18,06:15,05/30/18,07:08,05/30/18,06:15,0,Classroom/Research,I,UNIVERSITY PARK CAMPUS,May
A,1802305,ANNENBERG SCHOOL FOR COMMUNICATION,3502,WATT WY,$0 ,PROPERTY,Recovered/Impounded Bicycle,06/11/18,02:11,06/11/18,02:12,06/11/18,02:11,0,Classroom/Research,I,UNIVERSITY PARK CAMPUS,Jun
A,1802624,ANNENBERG SCHOOL FOR COMMUNICATION,3502,WATT WY,$0 ,SERVICE,Injury Response,07/11/18,13:33,07/11/18,14:43,07/11/18,13:33,0,Classroom/Research,I,UNIVERSITY PARK CAMPUS,Jul
A,1803475,ANNENBERG SCHOOL FOR COMMUNICATION,3502,WATT WY,$0 ,SERVICE,Illness Response,09/12/18,10:50,09/12/18,10:55,09/12/18,10:55,0,Classroom/Research,I,UNIVERSITY PARK CAMPUS,Sep
A,1801011,BARRACK  HALL,3670,TROUSDALE PK,$0 ,PROPERTY,Recovered/Impounded Bicycle,03/02/18,18:52,03/02/18,18:53,03/02/18,18:52,0,Classroom/Research,I,UNIVERSITY PARK CAMPUS,Mar
A,1801172,BARRACK  HALL,3670,TROUSDALE PK,$0 ,PROPERTY,Recovered/Impounded Bicycle,03/14/18,15:59,03/14/18,16:06,03/14/18,15:59,0,Classroom/Research,I,UNIVERSITY PARK CAMPUS,Mar
A,1803159,BARRACK  HALL,3670,TROUSDALE PK,$279 ,THEFT-PETTY,Theft Petty-Plain,08/23/18,16:00,08/24/18,11:00,08/24/18,14:18,0,Classroom/Research,M,UNIVERSITY PARK CAMPUS,Aug
A,1803313,BARRACK  HALL,3670,TROUSDALE PK,0,SERVICE,Injury Response,09/01/18,09:54,09/01/18,10:19,09/01/18,09:54,0,Classroom/Research,I,UNIVERSITY PARK CAMPUS,Sep
A,1800242,BIEGLER HALL OF ENGINEERING,920,DOWNEY WY,0,SERVICE,Illness Response,01/23/18,12:17,01/23/18,14:02,01/23/18,12:17,0,Classroom/Research,I,UNIVERSITY PARK CAMPUS,Jan
A,1800612,BIEGLER HALL OF ENGINEERING,920,DOWNEY WY,$0 ,TRAFFIC,Traffic Collision With Injuries,02/12/18,12:55,02/12/18,13:20,02/12/18,12:55,0,Classroom/Research,I,UNIVERSITY PARK CAMPUS,Feb
A,1801780,BIEGLER HALL OF ENGINEERING,920,DOWNEY WY,$0 ,PROPERTY,Recovered Property Without a Crime,04/20/18,19:00,04/23/18,11:00,04/23/18,12:55,0,Classroom/Research,I,UNIVERSITY PARK CAMPUS,Apr
A,1802023,BIEGLER HALL OF ENGINEERING,920,DOWNEY WY,$0 ,SERVICE,Illness Response,05/11/18,10:45,05/11/18,11:38,05/11/18,10:45,0,Classroom/Research,I,UNIVERSITY PARK CAMPUS,May
A,1803079,BING THEATRE,3500,WATT WY,$0 ,SERVICE,Injury Response,08/20/18,11:26,08/20/18,12:02,08/20/18,11:26,0,Classroom/Research,I,UNIVERSITY PARK CAMPUS,Aug
A,1801083,BLOOM WK & MCCLINTOCK AV,,,$0 ,SERVICE,Injury Response,03/07/18,15:34,03/07/18,16:13,03/07/18,15:34,0,Street Intersection,I,UNIVERSITY PARK CAMPUS,Mar
A,1801215,BLOOM WK & MCCLINTOCK AV,,,$0 ,VEHICLE CODE,Traffic Device Related Offense,01/01/00,00:00,01/01/00,00:00,03/15/18,11:22,0,Street Intersection,M,UNIVERSITY PARK CAMPUS,Mar
A,1801231,BLOOM WK & MCCLINTOCK AV,,,$0 ,SERVICE,Illness Response,03/19/18,19:16,03/20/18,03:07,03/19/18,19:16,0,Street Intersection,I,UNIVERSITY PARK CAMPUS,Mar
A,1800575,BRITTINGHAM INTRAMURAL FIELD,3506,MCCLINTOCK AV,"$1,850 ",THEFT-GRAND,Theft Grand-Plain,02/10/18,17:30,02/10/18,18:00,02/10/18,18:17,0,Athletic Field,F,UNIVERSITY PARK CAMPUS,Feb
A,1800591,BRITTINGHAM INTRAMURAL FIELD,3506,MCCLINTOCK AV,$832 ,THEFT-PETTY,Theft Petty-Plain,02/11/18,18:20,02/11/18,19:20,02/11/18,19:49,0,Athletic Field,M,UNIVERSITY PARK CAMPUS,Feb
A,1800685,BRITTINGHAM INTRAMURAL FIELD,3506,MCCLINTOCK AV,"$1,355 ",THEFT-GRAND,Theft Grand-Plain,02/16/18,19:15,02/16/18,20:00,02/16/18,20:10,0,Athletic Field,F,UNIVERSITY PARK CAMPUS,Feb
A,1800859,BRITTINGHAM INTRAMURAL FIELD,3506,MCCLINTOCK AV,$0 ,PROPERTY,Recovered/Impounded Bicycle,02/23/18,22:00,02/24/18,02:07,02/24/18,02:06,0,Athletic Field,I,UNIVERSITY PARK CAMPUS,Feb
A,1800865,BRITTINGHAM INTRAMURAL FIELD,3506,MCCLINTOCK AV,$0 ,ALCOHOL,Alcohol/Drug Overdose,02/24/18,02:23,02/24/18,02:54,02/24/18,02:23,0,Athletic Field,I,UNIVERSITY PARK CAMPUS,Feb
A,1800937,BRITTINGHAM INTRAMURAL FIELD,3506,MCCLINTOCK AV,$0 ,SERVICE,Injury Response,02/27/18,19:19,02/27/18,19:45,02/27/18,19:19,0,Athletic Field,I,UNIVERSITY PARK CAMPUS,Feb
A,1800994,BRITTINGHAM INTRAMURAL FIELD,3506,MCCLINTOCK AV,$0 ,PROPERTY,Recovered/Impounded Bicycle,03/02/18,02:19,03/02/18,02:20,03/02/18,02:19,0,Athletic Field,I,UNIVERSITY PARK CAMPUS,Mar
A,1801147,BRITTINGHAM INTRAMURAL FIELD,3506,MCCLINTOCK AV,$0 ,THEFT-PETTY,Theft Petty-Plain,03/11/18,20:45,03/11/18,20:55,03/11/18,21:27,0,Athletic Field,M,UNIVERSITY PARK CAMPUS,Mar
A,1801150,BRITTINGHAM INTRAMURAL FIELD,3506,MCCLINTOCK AV,$30 ,THEFT-PETTY,Theft Petty-Plain,03/11/18,20:00,03/11/18,20:40,03/12/18,11:22,0,Athletic Field,M,UNIVERSITY PARK CAMPUS,Mar
A,1801298,BRITTINGHAM INTRAMURAL FIELD,3506,MCCLINTOCK AV,"$1,895 ",THEFT-GRAND,Theft Grand-Plain,03/24/18,00:22,03/24/18,00:52,03/24/18,00:22,0,Athletic Field,F,UNIVERSITY PARK CAMPUS,Mar
A,1801377,BRITTINGHAM INTRAMURAL FIELD,3506,MCCLINTOCK AV,$0 ,PROPERTY,Recovered/Impounded Bicycle,03/29/18,02:11,03/29/18,02:12,03/29/18,02:11,0,Athletic Field,I,UNIVERSITY PARK CAMPUS,Mar
A,1801509,BRITTINGHAM INTRAMURAL FIELD,3506,MCCLINTOCK AV,$0 ,PROPERTY,Recovered/Impounded Bicycle,04/05/18,06:06,04/05/18,06:07,04/05/18,06:06,0,Athletic Field,I,UNIVERSITY PARK CAMPUS,Apr
A,1801930,BRITTINGHAM INTRAMURAL FIELD,3506,MCCLINTOCK AV,$0 ,SERVICE,Injury Response,05/03/18,20:07,05/03/18,20:36,05/03/18,20:07,0,Athletic Field,I,UNIVERSITY PARK CAMPUS,May
A,1802193,BRITTINGHAM INTRAMURAL FIELD,3506,MCCLINTOCK AV,"$1,995 ",ROBBERY,Robbery-Firearm,05/27/18,14:23,05/27/18,16:04,05/27/18,14:23,0,Athletic Field,F,UNIVERSITY PARK CAMPUS,May
A,1802998,BRITTINGHAM INTRAMURAL FIELD,3506,MCCLINTOCK AV,$0 ,PROPERTY,Recovered/Impounded Bicycle,08/14/18,22:19,08/14/18,22:20,08/14/18,22:19,0,Athletic Field,I,UNIVERSITY PARK CAMPUS,Aug
A,1803141,BRITTINGHAM INTRAMURAL FIELD,3506,MCCLINTOCK AV,$0 ,PROPERTY,Recovered/Impounded Bicycle,08/23/18,20:25,08/23/18,20:40,08/23/18,20:25,0,Athletic Field,I,UNIVERSITY PARK CAMPUS,Aug
A,1803261,BRITTINGHAM INTRAMURAL FIELD,3506,MCCLINTOCK AV,0,PROPERTY,Recovered/Impounded Bicycle,08/30/18,01:25,08/30/18,01:25,08/30/18,01:25,0,Athletic Field,I,UNIVERSITY PARK CAMPUS,Aug
A,1803288,BRITTINGHAM INTRAMURAL FIELD,3506,MCCLINTOCK AV,869,THEFT-GRAND PERSON,Grand Theft Person,08/31/18,11:37,08/31/18,11:47,08/31/18,11:47,0,Athletic Field,F,UNIVERSITY PARK CAMPUS,Aug
A,1803450,BRITTINGHAM INTRAMURAL FIELD,3506,MCCLINTOCK AV,0,PROPERTY,Recovered/Impounded Bicycle,09/10/18,17:00,09/10/18,17:30,09/10/18,18:36,0,Athletic Field,I,UNIVERSITY PARK CAMPUS,Sep
A,1803491,BRITTINGHAM INTRAMURAL FIELD,3506,MCCLINTOCK AV,735,THEFT-PETTY,Theft Petty-Plain,09/12/18,19:30,09/12/18,20:10,09/12/18,20:22,0,Athletic Field,M,UNIVERSITY PARK CAMPUS,Sep
A,1800002,CECELE & MICHAEL BIRNKRANT RESIDENCE HALL,642,34TH ST,$0 ,EH&S,Water Leak,01/01/18,07:45,01/01/18,08:37,01/01/18,07:45,4,University Housing,I,UNIVERSITY PARK CAMPUS,Jan
A,1800381,CECELE & MICHAEL BIRNKRANT RESIDENCE HALL,642,34TH ST,$0 ,SERVICE,Illness Response,01/31/18,01:45,01/31/18,02:10,01/31/18,01:45,4,University Housing,I,UNIVERSITY PARK CAMPUS,Jan
A,1800430,CECELE & MICHAEL BIRNKRANT RESIDENCE HALL,642,34TH ST,$0 ,ALCOHOL,Alcohol/Drug Overdose,02/02/18,02:31,02/02/18,04:01,02/02/18,02:31,4,University Housing,I,UNIVERSITY PARK CAMPUS,Feb
A,1800531,CECELE & MICHAEL BIRNKRANT RESIDENCE HALL,642,34TH ST,$905 ,THEFT-TRICK,Theft-Trick or Device,02/07/18,12:27,02/07/18,12:27,02/07/18,15:40,4,University Housing,M,UNIVERSITY PARK CAMPUS,Feb
A,1800541,CECELE & MICHAEL BIRNKRANT RESIDENCE HALL,642,34TH ST,0,SERVICE,Illness Response,02/08/18,09:49,02/08/18,10:31,02/08/18,09:49,4,University Housing,I,UNIVERSITY PARK CAMPUS,Feb
A,1800560,CECELE & MICHAEL BIRNKRANT RESIDENCE HALL,642,34TH ST,0,ALCOHOL,Drunk In Public,02/09/18,01:49,02/09/18,02:14,02/09/18,01:49,4,University Housing,M,UNIVERSITY PARK CAMPUS,Feb
A,1800693,CECELE & MICHAEL BIRNKRANT RESIDENCE HALL,642,34TH ST,0,ALCOHOL,Alcohol/Drug Overdose,02/17/18,02:45,02/17/18,03:41,02/17/18,02:45,4,University Housing,I,UNIVERSITY PARK CAMPUS,Feb
A,1800885,CECELE & MICHAEL BIRNKRANT RESIDENCE HALL,642,34TH ST,0,SERVICE,Welfare Check,02/25/18,16:28,02/25/18,18:20,02/25/18,16:28,4,University Housing,I,UNIVERSITY PARK CAMPUS,Feb
A,1800963,CECELE & MICHAEL BIRNKRANT RESIDENCE HALL,642,34TH ST,$0 ,SUICIDE,Attempt Suicide,02/28/18,22:02,03/01/18,00:43,02/28/18,22:02,4,University Housing,I,UNIVERSITY PARK CAMPUS,Feb
A,1801020,CECELE & MICHAEL BIRNKRANT RESIDENCE HALL,642,34TH ST,$0 ,ALCOHOL,Drunk In Public,03/03/18,02:31,03/03/18,02:58,03/03/18,02:31,4,University Housing,M,UNIVERSITY PARK CAMPUS,Mar
A,1801036,CECELE & MICHAEL BIRNKRANT RESIDENCE HALL,642,34TH ST,$0 ,ALCOHOL,Drunk In Public,03/04/18,02:15,03/04/18,02:46,03/04/18,02:15,4,University Housing,M,UNIVERSITY PARK CAMPUS,Mar
A,1801550,CECELE & MICHAEL BIRNKRANT RESIDENCE HALL,642,34TH ST,$0 ,ALCOHOL,Alcohol/Drug Overdose,04/07/18,01:16,04/07/18,02:21,04/07/18,01:16,4,University Housing,I,UNIVERSITY PARK CAMPUS,Apr
A,1801660,CECELE & MICHAEL BIRNKRANT RESIDENCE HALL,642,34TH ST,$0 ,ALCOHOL,Alcohol/Drug Overdose,04/14/18,05:40,04/14/18,06:18,04/14/18,05:40,4,University Housing,I,UNIVERSITY PARK CAMPUS,Apr
A,1801675,CECELE & MICHAEL BIRNKRANT RESIDENCE HALL,642,34TH ST,$0 ,SERVICE,Welfare Check,04/15/18,18:59,04/15/18,22:17,04/15/18,18:59,4,University Housing,I,UNIVERSITY PARK CAMPUS,Apr
A,1801737,CECELE & MICHAEL BIRNKRANT RESIDENCE HALL,642,34TH ST,$0 ,FIRE,Alarm Smoke,04/20/18,23:44,04/21/18,00:05,04/20/18,23:44,4,University Housing,I,UNIVERSITY PARK CAMPUS,Apr
A,1802353,CECELE & MICHAEL BIRNKRANT RESIDENCE HALL,642,34TH ST,$0 ,THEFT-GRAND,Theft Grand-Plain,06/14/18,10:28,06/14/18,14:05,06/14/18,10:28,4,University Housing,F,UNIVERSITY PARK CAMPUS,Jun
A,1802389,CECELE & MICHAEL BIRNKRANT RESIDENCE HALL,642,34TH ST,$0 ,SERVICE,Illness Response,06/18/18,11:02,06/18/18,11:34,06/18/18,11:02,4,University Housing,I,UNIVERSITY PARK CAMPUS,Jun
A,1803150,CECELE & MICHAEL BIRNKRANT RESIDENCE HALL,642,34TH ST,$0 ,ALCOHOL,Alcohol/Drug Overdose,08/24/18,01:10,08/24/18,01:58,08/24/18,01:10,4,University Housing,I,UNIVERSITY PARK CAMPUS,Aug
A,1803178,CECELE & MICHAEL BIRNKRANT RESIDENCE HALL,642,34TH ST,$0 ,ALCOHOL,Drunk In Public,08/25/18,02:23,08/25/18,03:25,08/25/18,02:23,4,University Housing,M,UNIVERSITY PARK CAMPUS,Aug
A,1803220,CECELE & MICHAEL BIRNKRANT RESIDENCE HALL,642,34TH ST,$0 ,ALCOHOL,Alcohol/Drug Overdose,08/28/18,01:29,08/28/18,02:16,08/28/18,01:29,4,University Housing,I,UNIVERSITY PARK CAMPUS,Aug
A,1803277,CECELE & MICHAEL BIRNKRANT RESIDENCE HALL,642,34TH ST,$0 ,PROPERTY,Recovered/Impounded Bicycle,08/30/18,17:00,08/30/18,17:30,08/30/18,21:41,4,University Housing,I,UNIVERSITY PARK CAMPUS,Aug
A,1803280,CECELE & MICHAEL BIRNKRANT RESIDENCE HALL,642,34TH ST,$0 ,HARASSMENT,Harassment,08/31/18,00:10,08/31/18,01:33,08/31/18,00:10,4,University Housing,I,UNIVERSITY PARK CAMPUS,Aug
A,1803305,CECELE & MICHAEL BIRNKRANT RESIDENCE HALL,642,34TH ST,$0 ,ALCOHOL,Alcohol/Drug Overdose,08/31/18,23:18,09/01/18,00:26,08/31/18,23:18,4,University Housing,I,UNIVERSITY PARK CAMPUS,Aug
A,1803309,CECELE & MICHAEL BIRNKRANT RESIDENCE HALL,642,34TH ST,$0 ,ALCOHOL,Alcohol/Drug Overdose,09/01/18,00:31,09/01/18,01:30,09/01/18,00:31,4,University Housing,I,UNIVERSITY PARK CAMPUS,Sep
A,1803495,CECELE & MICHAEL BIRNKRANT RESIDENCE HALL,642,34TH ST,$0 ,PROPERTY,Recovered/Impounded Bicycle,09/13/18,00:00,09/13/18,00:30,09/13/18,00:39,4,University Housing,I,UNIVERSITY PARK CAMPUS,Sep
A,1803545,CECELE & MICHAEL BIRNKRANT RESIDENCE HALL,642,34TH ST,,SERVICE,Injury Response,09/14/18,17:41,09/14/18,18:53,09/14/18,17:41,4,University Housing,I,UNIVERSITY PARK CAMPUS,Sep
A,1800277,CENTER OF CAMPUS,,,$0 ,SERVICE,Commitment To Mental Health For 72 Hrs,01/25/18,19:52,01/25/18,21:29,01/25/18,19:52,0,Street Intersection,I,UNIVERSITY PARK CAMPUS,Jan
A,1800474,CENTER OF CAMPUS,,,$0 ,TRAFFIC,Traffic Collision-Pedestrian,02/05/18,11:48,02/05/18,11:48,02/05/18,12:01,0,Street Intersection,I,UNIVERSITY PARK CAMPUS,Feb
A,1800578,CENTER OF CAMPUS,,,"$6,040 ",THEFT-GRAND PERSON,Grand Theft Person,02/10/18,16:00,02/10/18,17:00,02/10/18,21:48,0,Street Intersection,F,UNIVERSITY PARK CAMPUS,Feb
A,1801123,CENTER OF CAMPUS,,,$0 ,PROPERTY,Recovered/Impounded Bicycle,03/09/18,16:55,03/09/18,16:57,03/09/18,16:55,0,Street Intersection,I,UNIVERSITY PARK CAMPUS,Mar
A,1801799,CENTER OF CAMPUS,,,$0 ,PROPERTY,Lost/Missing Property,04/24/18,21:39,04/25/18,01:27,04/24/18,21:39,0,Street Intersection,O,UNIVERSITY PARK CAMPUS,Apr
A,1801927,CENTER OF CAMPUS,,,$120 ,PROPERTY,Lost/Missing Property,05/03/18,07:40,05/03/18,16:30,05/03/18,17:32,0,Street Intersection,O,UNIVERSITY PARK CAMPUS,May
A,1802081,CENTER OF CAMPUS,,,$0 ,SERVICE,Suspicious Circumstances,05/16/18,17:13,05/16/18,17:57,05/16/18,17:13,0,Street Intersection,O,UNIVERSITY PARK CAMPUS,May
A,1802099,CENTER OF CAMPUS,,,$0 ,PROPERTY,Recovered Property Without a Crime,05/18/18,05:45,05/18/18,06:07,05/18/18,05:45,0,Street Intersection,I,UNIVERSITY PARK CAMPUS,May
A,1803040,CENTER OF CAMPUS,,,$0 ,SERVICE,Injury Response,08/17/18,17:07,08/17/18,17:31,08/17/18,17:07,0,Street Intersection,I,UNIVERSITY PARK CAMPUS,Aug
A,1803214,CENTER OF CAMPUS,,,$0 ,SERVICE,Welfare Check,08/27/18,17:49,08/27/18,19:31,08/27/18,17:49,0,Street Intersection,I,UNIVERSITY PARK CAMPUS,Aug
A,1803316,CENTER OF CAMPUS,,,$0 ,ALCOHOL,Alcohol/Drug Overdose,09/01/18,12:48,09/01/18,13:29,09/01/18,12:48,0,Street Intersection,I,UNIVERSITY PARK CAMPUS,Sep
A,1803423,CENTER OF CAMPUS,,,$0 ,PROPERTY,Recovered Property Without a Crime,09/07/18,22:02,09/07/18,22:05,09/07/18,22:02,0,Street Intersection,I,UNIVERSITY PARK CAMPUS,Sep
