beat,CaseNbr,building,address,streetname,PersonalLoss,ccClass,ccDescription,DateOccuredFrom,TimeOccuredFrom,DateOccuredTo,TimeOccuredTo,datereported,Timereported,LocationCriteria,ListValue,ccLevel,SiteName,
A,1200603,34TH ST & TROUSDALE PKY,,,$0 ,ROBBERY,Robbery-Knife or Cutting Instrument,02/11/12,02:55,02/11/12,02:55,02/11/12,02:55,0,Street Intersection,F,UNIVERSITY PARK CAMPUS,Feb
A,1200627,34TH ST & TROUSDALE PKY,,,$430 ,THEFT-MOTOR VEHICLE,Theft from Motor Vehicle,02/13/12,07:31,02/13/12,11:38,02/13/12,11:42,0,Street Intersection,M,UNIVERSITY PARK CAMPUS,Feb
A,1200745,34TH ST & TROUSDALE PKY,,,$0 ,SERVICE,Injury Response,02/21/12,18:50,02/21/12,19:15,02/21/12,18:52,0,Street Intersection,I,UNIVERSITY PARK CAMPUS,Feb
A,1201529,34TH ST & TROUSDALE PKY,,,$0 ,PROPERTY,Damaged Property,04/19/12,06:00,04/19/12,06:00,04/19/12,13:00,0,Street Intersection,I,UNIVERSITY PARK CAMPUS,Apr
A,1201764,34TH ST & TROUSDALE PKY,,,$0 ,TRAFFIC,Traffic Collision Without Injuries,05/03/12,16:12,05/03/12,16:14,05/03/12,23:43,0,Street Intersection,I,UNIVERSITY PARK CAMPUS,May
A,1202367,34TH ST & TROUSDALE PKY,,,$0 ,NARCOTICS,Possession of a Controlled Substance,07/06/12,02:25,07/06/12,02:25,07/06/12,02:25,0,Street Intersection,M,UNIVERSITY PARK CAMPUS,Jul
A,1202472,34TH ST & TROUSDALE PKY,,,$0 ,WARRANT,Warrant Arrest,07/19/12,11:53,07/19/12,12:00,07/19/12,11:53,0,Street Intersection,M,UNIVERSITY PARK CAMPUS,Jul
A,1202667,34TH ST & TROUSDALE PKY,,,$0 ,HARASSMENT,Harassment,08/10/12,11:00,08/10/12,11:00,08/10/12,10:52,0,Street Intersection,I,UNIVERSITY PARK CAMPUS,Aug
A,1203007,34TH ST & TROUSDALE PKY,,,$0 ,ADMINISTRATIVE,Report Voided,01/01/00,00:00,01/01/00,00:00,09/03/12,14:49,0,Street Intersection,O,UNIVERSITY PARK CAMPUS,Sep
A,1203900,34TH ST & TROUSDALE PKY,,,$0 ,SERVICE,Personal Escort,10/17/12,13:50,10/17/12,15:15,10/17/12,14:01,0,Street Intersection,O,UNIVERSITY PARK CAMPUS,Oct
A,1205102,34TH ST & TROUSDALE PKY,,,$0 ,PROPERTY,Recovered Property Without a Crime,12/27/12,19:05,12/27/12,19:12,12/27/12,19:14,0,Street Intersection,I,UNIVERSITY PARK CAMPUS,Dec
A,1202432,34TH ST & WATT WY,,,$0 ,SEX OFFENSE,Sexual Battery,07/14/12,21:45,07/14/12,22:08,07/14/12,22:08,0,Street Intersection,F,UNIVERSITY PARK CAMPUS,Jul
A,1203220,34TH ST & WATT WY,,,$0 ,TRAFFIC,Traffic Collision-Bicycle,09/12/12,13:20,09/12/12,13:20,09/12/12,13:24,0,Street Intersection,I,UNIVERSITY PARK CAMPUS,Sep
A,1200007,AHMANSON CENTER FOR BIOLOGICAL RESEARCH,825,BLOOM WK,"$1,430 ",BURGLARY,Burglary-Commercial,12/16/11,14:30,12/19/11,06:00,01/03/12,09:18,0,Classroom/Research,F,UNIVERSITY PARK CAMPUS,Jan
A,1200836,AHMANSON CENTER FOR BIOLOGICAL RESEARCH,825,BLOOM WK,$0 ,FIRE,Alarm Accidental,02/28/12,10:24,02/28/12,10:48,02/28/12,10:24,0,Classroom/Research,I,UNIVERSITY PARK CAMPUS,Feb
A,1202191,AHMANSON CENTER FOR BIOLOGICAL RESEARCH,825,BLOOM WK,$0 ,SERVICE,Injury Response,06/20/12,15:50,06/20/12,16:47,06/20/12,16:11,0,Classroom/Research,I,UNIVERSITY PARK CAMPUS,Jun
A,1202460,AHMANSON CENTER FOR BIOLOGICAL RESEARCH,825,BLOOM WK,$0 ,FIRE,Alarm Malfunction,07/18/12,09:44,07/18/12,10:12,07/18/12,09:44,0,Classroom/Research,I,UNIVERSITY PARK CAMPUS,Jul
A,1200315,ALBERT S. RAUBENHEIMER MUSIC FACULTY MEMORIAL BUIL,840,34TH ST,$0 ,PROPERTY,Recovered Property Without a Crime,01/23/12,23:00,01/23/12,23:00,01/24/12,23:31,0,Classroom/Research,I,UNIVERSITY PARK CAMPUS,Jan
A,1200954,ALBERT S. RAUBENHEIMER MUSIC FACULTY MEMORIAL BUIL,840,34TH ST,$0 ,PROPERTY,Recovered Property Without a Crime,03/06/12,22:17,03/06/12,22:22,03/06/12,22:21,0,Classroom/Research,I,UNIVERSITY PARK CAMPUS,Mar
A,1201030,ALBERT S. RAUBENHEIMER MUSIC FACULTY MEMORIAL BUIL,840,34TH ST,$0 ,TRESPASS,Trespassing,03/14/12,08:00,03/14/12,08:30,03/14/12,08:12,0,Classroom/Research,M,UNIVERSITY PARK CAMPUS,Mar
A,1201103,ALBERT S. RAUBENHEIMER MUSIC FACULTY MEMORIAL BUIL,840,34TH ST,"$1,320 ",BURGLARY,Burglary-Commercial,03/20/12,14:57,03/20/12,14:57,03/20/12,14:45,0,Classroom/Research,F,UNIVERSITY PARK CAMPUS,Mar
A,1201311,ALBERT S. RAUBENHEIMER MUSIC FACULTY MEMORIAL BUIL,840,34TH ST,$0 ,TRAFFIC,Traffic Collision-Bicycle,04/03/12,12:45,04/03/12,12:45,04/03/12,12:51,0,Classroom/Research,I,UNIVERSITY PARK CAMPUS,Apr
A,1202585,ALICE AND ELEONORE SCHOENFELD SYMPHONIC HALL,3450,WATT WY,$0 ,DISTURBANCE,Disturbing The Peace,08/02/12,16:20,08/02/12,16:21,08/02/12,15:55,0,Classroom/Research,M,UNIVERSITY PARK CAMPUS,Aug
A,1204974,ALICE AND ELEONORE SCHOENFELD SYMPHONIC HALL,3450,WATT WY,$0 ,PROPERTY,Recovered Property Without a Crime,12/13/12,20:30,12/13/12,20:45,12/13/12,21:19,0,Classroom/Research,I,UNIVERSITY PARK CAMPUS,Dec
A,1205028,ALICE AND ELEONORE SCHOENFELD SYMPHONIC HALL,3450,WATT WY,$950 ,THEFT-PETTY,Theft Petty-Plain,12/11/12,14:30,12/17/12,18:40,12/17/12,18:42,0,Classroom/Research,M,UNIVERSITY PARK CAMPUS,Dec
A,1200028,ALLAN HANCOCK FOUNDATION,3616,TROUSDALE PK,$0 ,SERVICE,Illness Response,01/05/12,12:00,01/05/12,12:10,01/05/12,12:07,0,Classroom/Research,I,UNIVERSITY PARK CAMPUS,Jan
A,1200469,ALLAN HANCOCK FOUNDATION,3616,TROUSDALE PK,$275 ,THEFT-PETTY,Theft Petty-Plain,02/03/12,10:15,02/03/12,11:30,02/03/12,17:49,0,Classroom/Research,M,UNIVERSITY PARK CAMPUS,Feb
A,1201059,ALLAN HANCOCK FOUNDATION,3616,TROUSDALE PK,$0 ,THEFT-PETTY,Theft Petty-Plain,03/16/12,14:00,03/16/12,14:00,03/16/12,14:06,0,Classroom/Research,M,UNIVERSITY PARK CAMPUS,Mar
A,1201155,ALLAN HANCOCK FOUNDATION,3616,TROUSDALE PK,$0 ,DISORDERLY CONDUCT,"Prowling, Loitering",03/23/12,10:35,03/23/12,10:45,03/23/12,10:48,0,Classroom/Research,M,UNIVERSITY PARK CAMPUS,Mar
A,1201336,ALLAN HANCOCK FOUNDATION,3616,TROUSDALE PK,$700 ,THEFT-PETTY,Theft Petty-Plain,04/04/12,18:44,04/04/12,19:04,04/04/12,19:04,0,Classroom/Research,M,UNIVERSITY PARK CAMPUS,Apr
A,1201337,ALLAN HANCOCK FOUNDATION,3616,TROUSDALE PK,"$1,500 ",THEFT-GRAND,Theft Grand-Plain,04/04/12,18:44,04/04/12,19:04,04/04/12,19:35,0,Classroom/Research,F,UNIVERSITY PARK CAMPUS,Apr
A,1201425,ALLAN HANCOCK FOUNDATION,3616,TROUSDALE PK,$0 ,FIRE,Alarm Malfunction,04/11/12,04:11,04/11/12,04:30,04/11/12,04:11,0,Classroom/Research,I,UNIVERSITY PARK CAMPUS,Apr
A,1203265,ALLAN HANCOCK FOUNDATION,3616,TROUSDALE PK,0,TRESPASS,Trespassing,09/14/12,12:24,09/14/12,12:24,09/14/12,12:24,0,Classroom/Research,M,UNIVERSITY PARK CAMPUS,Sep
A,1203326,ALLAN HANCOCK FOUNDATION,3616,TROUSDALE PK,0,ALCOHOL,Drunk In Public,09/17/12,17:34,09/17/12,17:34,09/17/12,17:34,0,Classroom/Research,M,UNIVERSITY PARK CAMPUS,Sep
A,1203378,ALLAN HANCOCK FOUNDATION,3616,TROUSDALE PK,$120 ,PROPERTY,Lost/Missing Property,09/11/12,20:00,09/12/12,09:00,09/20/12,12:57,0,Classroom/Research,O,UNIVERSITY PARK CAMPUS,Sep
A,1203925,ALLAN HANCOCK FOUNDATION,3616,TROUSDALE PK,$0 ,SERVICE,Injury Response,10/18/12,16:15,10/18/12,16:40,10/18/12,16:19,0,Classroom/Research,I,UNIVERSITY PARK CAMPUS,Oct
A,1200577,ANNENBERG SCHOOL FOR COMMUNICATION,3502,WATT WY,$800 ,PROPERTY,Lost/Missing Property,02/02/12,18:00,02/09/12,08:00,02/09/12,16:49,0,Classroom/Research,O,UNIVERSITY PARK CAMPUS,Feb
A,1200737,ANNENBERG SCHOOL FOR COMMUNICATION,3502,WATT WY,"$1,380 ",THEFT-GRAND,Theft Grand-Plain,02/21/12,10:53,02/21/12,10:58,02/21/12,11:09,0,Classroom/Research,F,UNIVERSITY PARK CAMPUS,Feb
A,1201152,ANNENBERG SCHOOL FOR COMMUNICATION,3502,WATT WY,"$1,073 ",THEFT-GRAND,Theft Grand-Plain,03/23/12,14:30,03/23/12,16:10,03/23/12,16:17,0,Classroom/Research,F,UNIVERSITY PARK CAMPUS,Mar
A,1201462,ANNENBERG SCHOOL FOR COMMUNICATION,3502,WATT WY,$0 ,PROPERTY,Lost/Missing Property,01/03/12,13:00,01/03/12,14:30,04/14/12,15:26,0,Classroom/Research,O,UNIVERSITY PARK CAMPUS,Apr
A,1201643,ANNENBERG SCHOOL FOR COMMUNICATION,3502,WATT WY,$0 ,SERVICE,Illness Response,04/26/12,14:10,04/26/12,14:20,04/26/12,14:17,0,Classroom/Research,I,UNIVERSITY PARK CAMPUS,Apr
A,1201725,ANNENBERG SCHOOL FOR COMMUNICATION,3502,WATT WY,$910 ,PROPERTY,Lost/Missing Property,04/23/12,17:00,04/23/12,19:00,05/01/12,10:15,0,Classroom/Research,O,UNIVERSITY PARK CAMPUS,May
A,1202241,ANNENBERG SCHOOL FOR COMMUNICATION,3502,WATT WY,$0 ,PROPERTY,Recovered Property Without a Crime,06/25/12,07:30,06/25/12,07:56,06/25/12,07:40,0,Classroom/Research,I,UNIVERSITY PARK CAMPUS,Jun
A,1202396,ANNENBERG SCHOOL FOR COMMUNICATION,3502,WATT WY,$700 ,VANDALISM,Vandalism-Misdemeanor,07/03/12,18:30,07/05/12,07:00,07/10/12,14:08,0,Classroom/Research,M,UNIVERSITY PARK CAMPUS,Jul
A,1202629,ANNENBERG SCHOOL FOR COMMUNICATION,3502,WATT WY,$0 ,BURGLARY,Burglary-Commercial,08/02/12,19:00,08/06/12,13:00,08/07/12,12:48,0,Classroom/Research,F,UNIVERSITY PARK CAMPUS,Aug
A,1202903,ANNENBERG SCHOOL FOR COMMUNICATION,3502,WATT WY,$0 ,PROPERTY,Recovered Property Without a Crime,08/28/12,23:00,08/29/12,00:25,08/28/12,23:04,0,Classroom/Research,I,UNIVERSITY PARK CAMPUS,Aug
A,1202916,ANNENBERG SCHOOL FOR COMMUNICATION,3502,WATT WY,$186 ,PROPERTY,Lost/Missing Property,08/29/12,17:55,08/29/12,21:00,08/29/12,22:42,0,Classroom/Research,O,UNIVERSITY PARK CAMPUS,Aug
A,1203705,ANNENBERG SCHOOL FOR COMMUNICATION,3502,WATT WY,$99 ,THEFT-PETTY,Theft Petty-Plain,10/06/12,10:00,10/06/12,12:15,10/06/12,12:46,0,Classroom/Research,M,UNIVERSITY PARK CAMPUS,Oct
A,1203918,ANNENBERG SCHOOL FOR COMMUNICATION,3502,WATT WY,"$1,324 ",THEFT-GRAND,Theft Grand-Plain,10/18/12,12:00,10/18/12,12:10,10/18/12,12:31,0,Classroom/Research,F,UNIVERSITY PARK CAMPUS,Oct
A,1204238,ANNENBERG SCHOOL FOR COMMUNICATION,3502,WATT WY,$767 ,THEFT-PETTY,Theft Petty-Plain,10/29/12,13:00,10/29/12,20:00,11/01/12,18:11,0,Classroom/Research,M,UNIVERSITY PARK CAMPUS,Nov
A,1204835,ANNENBERG SCHOOL FOR COMMUNICATION,3502,WATT WY,$200 ,PROPERTY,Lost/Missing Property,12/05/12,16:30,12/05/12,16:35,12/05/12,19:20,0,Classroom/Research,O,UNIVERSITY PARK CAMPUS,Dec
A,1204857,ANNENBERG SCHOOL FOR COMMUNICATION,3502,WATT WY,$0 ,PROPERTY,Lost/Missing Property,12/06/12,17:00,12/06/12,17:15,12/06/12,17:25,0,Classroom/Research,O,UNIVERSITY PARK CAMPUS,Dec
A,1200443,BARRACK  HALL,3670,TROUSDALE PK,$800 ,THEFT-PETTY,Theft Petty-Plain,02/01/12,17:00,02/01/12,17:30,02/01/12,19:13,0,Classroom/Research,M,UNIVERSITY PARK CAMPUS,Feb
A,1200555,BARRACK  HALL,3670,TROUSDALE PK,$350 ,THEFT-PETTY,Theft Petty-Plain,02/08/12,11:10,02/08/12,11:15,02/08/12,11:25,0,Classroom/Research,M,UNIVERSITY PARK CAMPUS,Feb
A,1201592,BARRACK  HALL,3670,TROUSDALE PK,$235 ,PROPERTY,Lost/Missing Property,04/05/12,14:00,04/05/12,16:00,04/23/12,15:45,0,Classroom/Research,O,UNIVERSITY PARK CAMPUS,Apr
A,1202127,BARRACK  HALL,3670,TROUSDALE PK,$0 ,SERVICE,Illness Response,06/11/12,13:00,06/11/12,15:45,06/11/12,15:48,0,Classroom/Research,I,UNIVERSITY PARK CAMPUS,Jun
A,1203523,BARRACK  HALL,3670,TROUSDALE PK,$120 ,PROPERTY,Lost/Missing Property,09/26/12,14:00,09/26/12,20:00,09/26/12,20:27,0,Classroom/Research,O,UNIVERSITY PARK CAMPUS,Sep
A,1204173,BARRACK  HALL,3670,TROUSDALE PK,$0 ,PROPERTY,Lost/Missing Property,10/18/12,14:00,10/19/12,11:00,10/29/12,15:44,0,Classroom/Research,O,UNIVERSITY PARK CAMPUS,Oct
A,1204205,BARRACK  HALL,3670,TROUSDALE PK,0,FIRE,Alarm Malicious,10/31/12,08:00,10/31/12,08:21,10/31/12,08:01,0,Classroom/Research,I,UNIVERSITY PARK CAMPUS,Oct
A,1204209,BARRACK  HALL,3670,TROUSDALE PK,0,OBSCENE ACTIVITY,"Obscene, Annoying, Threatening Phone Calls",10/30/12,09:02,10/30/12,10:18,10/30/12,15:23,0,Classroom/Research,M,UNIVERSITY PARK CAMPUS,Oct
A,1204515,BARRACK  HALL,3670,TROUSDALE PK,750,PROPERTY,Lost/Missing Property,11/13/12,22:00,11/14/12,14:40,11/15/12,20:39,0,Classroom/Research,O,UNIVERSITY PARK CAMPUS,Nov
A,1200786,BELLE D. VIVIAN YWCA BUILDING,857,DOWNEY WY,0,SERVICE,Commitment To Mental Health For 72 Hrs,02/24/12,14:00,02/24/12,18:00,02/24/12,14:47,0,Classroom/Research,I,UNIVERSITY PARK CAMPUS,Feb
A,1200985,BELLE D. VIVIAN YWCA BUILDING,857,DOWNEY WY,$0 ,SERVICE,Medical Escort,03/08/12,10:00,03/08/12,18:45,03/08/12,15:25,0,Classroom/Research,O,UNIVERSITY PARK CAMPUS,Mar
A,1201309,BELLE D. VIVIAN YWCA BUILDING,857,DOWNEY WY,$0 ,SERVICE,Medical Escort,04/03/12,10:00,04/03/12,12:30,04/03/12,09:55,0,Classroom/Research,O,UNIVERSITY PARK CAMPUS,Apr
A,1201508,BELLE D. VIVIAN YWCA BUILDING,857,DOWNEY WY,$0 ,SERVICE,Medical Escort,04/17/12,17:50,04/17/12,18:54,04/17/12,17:59,0,Classroom/Research,O,UNIVERSITY PARK CAMPUS,Apr
A,1201615,BELLE D. VIVIAN YWCA BUILDING,857,DOWNEY WY,$0 ,SERVICE,Medical Escort,04/24/12,17:30,04/24/12,20:00,04/24/12,17:37,0,Classroom/Research,O,UNIVERSITY PARK CAMPUS,Apr
A,1201727,BELLE D. VIVIAN YWCA BUILDING,857,DOWNEY WY,0,SERVICE,Medical Escort,05/01/12,12:00,05/01/12,16:10,05/01/12,12:22,0,Classroom/Research,O,UNIVERSITY PARK CAMPUS,May
A,1200403,BIEGLER HALL OF ENGINEERING,920,DOWNEY WY,0,SEX OFFENSE,Sexual Battery,08/11/11,14:30,08/11/11,14:30,01/30/12,11:41,0,Classroom/Research,F,UNIVERSITY PARK CAMPUS,Jan
A,1200782,BIEGLER HALL OF ENGINEERING,920,DOWNEY WY,0,SERVICE,Illness Response,02/24/12,11:29,02/24/12,11:32,02/24/12,11:29,0,Classroom/Research,I,UNIVERSITY PARK CAMPUS,Feb
A,1201832,BIEGLER HALL OF ENGINEERING,920,DOWNEY WY,0,SERVICE,Illness Response,05/09/12,13:26,05/09/12,13:26,05/09/12,13:26,0,Classroom/Research,I,UNIVERSITY PARK CAMPUS,May
A,1201918,BIEGLER HALL OF ENGINEERING,920,DOWNEY WY,"$1,000 ",THEFT-GRAND,Theft Grand-Plain,05/18/12,13:00,05/18/12,13:20,05/18/12,13:33,0,Classroom/Research,F,UNIVERSITY PARK CAMPUS,May
A,1202747,BIEGLER HALL OF ENGINEERING,920,DOWNEY WY,$0 ,SERVICE,Suspicious Circumstances,08/18/12,19:30,08/18/12,19:31,08/18/12,22:18,0,Classroom/Research,O,UNIVERSITY PARK CAMPUS,Aug
A,1203109,BIEGLER HALL OF ENGINEERING,920,DOWNEY WY,"$1,000 ",PROPERTY,Lost/Missing Property,09/06/12,09:30,09/06/12,16:45,09/06/12,19:43,0,Classroom/Research,O,UNIVERSITY PARK CAMPUS,Sep
A,1203611,BIEGLER HALL OF ENGINEERING,920,DOWNEY WY,$125 ,THEFT-PETTY,Theft Petty-Plain,10/01/12,10:00,10/01/12,15:30,10/01/12,19:54,0,Classroom/Research,M,UNIVERSITY PARK CAMPUS,Oct
A,1204287,BIEGLER HALL OF ENGINEERING,920,DOWNEY WY,$0 ,ALCOHOL,Alcohol/Drug Overdose,11/03/12,17:50,11/03/12,17:57,11/03/12,17:57,0,Classroom/Research,I,UNIVERSITY PARK CAMPUS,Nov
A,1205045,BIEGLER HALL OF ENGINEERING,920,DOWNEY WY,$0 ,PROPERTY,Lost/Missing Property,12/17/12,10:00,12/17/12,16:30,12/19/12,15:35,0,Classroom/Research,O,UNIVERSITY PARK CAMPUS,Dec
A,1205088,BIEGLER HALL OF ENGINEERING,920,DOWNEY WY,$0 ,PROPERTY,Lost/Missing Property,12/24/12,17:00,12/24/12,19:00,12/25/12,21:20,0,Classroom/Research,O,UNIVERSITY PARK CAMPUS,Dec
A,1201490,BING THEATRE,3500,WATT WY,"$1,400 ",THEFT-GRAND,Theft Grand-Plain,04/16/12,21:15,04/16/12,21:17,04/16/12,21:22,0,Classroom/Research,F,UNIVERSITY PARK CAMPUS,Apr
A,1204578,BING THEATRE,3500,WATT WY,$0 ,PROPERTY,Lost/Missing Property,01/01/00,00:00,01/01/00,00:00,11/18/12,17:36,0,Classroom/Research,O,UNIVERSITY PARK CAMPUS,Nov
A,1204608,BING THEATRE,3500,WATT WY,$0 ,TRAFFIC,Traffic Collision Without Injuries,11/20/12,20:28,11/20/12,02:28,11/20/12,20:28,0,Classroom/Research,I,UNIVERSITY PARK CAMPUS,Nov
A,1204586,BLOOM WK & MCCLINTOCK AV,,,$0 ,TRAFFIC,Traffic Collision-Bicycle,11/19/12,09:15,11/19/12,09:15,11/19/12,09:18,0,Street Intersection,I,UNIVERSITY PARK CAMPUS,Nov
A,1203851,BRITTINGHAM INTRAMURAL FIELD,3506,MCCLINTOCK AV,$0 ,SERVICE,Injury Response,10/14/12,19:16,10/14/12,19:35,10/14/12,19:16,0,Athletic Field,I,UNIVERSITY PARK CAMPUS,Oct
A,1204909,BRITTINGHAM INTRAMURAL FIELD,3506,MCCLINTOCK AV,$0 ,SERVICE,Injury Response,12/09/12,19:14,12/09/12,19:14,12/09/12,19:24,0,Athletic Field,I,UNIVERSITY PARK CAMPUS,Dec
A,1200630,CARSON TELEVISION CENTER,3450,WATT WY,$231 ,THEFT-PETTY,Theft Petty-Plain,02/13/12,10:00,02/13/12,10:30,02/13/12,12:37,0,Classroom/Research,M,UNIVERSITY PARK CAMPUS,Feb
A,1203550,CARSON TELEVISION CENTER,3450,WATT WY,$0 ,ADMINISTRATIVE,Report Voided,09/27/12,17:00,09/27/12,23:59,09/28/12,09:55,0,Classroom/Research,O,UNIVERSITY PARK CAMPUS,Sep
A,1203646,CARSON TELEVISION CENTER,3450,WATT WY,$0 ,PROPERTY,Recovered Property Without a Crime,10/03/12,19:00,10/03/12,20:30,10/03/12,21:00,0,Classroom/Research,I,UNIVERSITY PARK CAMPUS,Oct
A,1204179,CARSON TELEVISION CENTER,3450,WATT WY,$200 ,PROPERTY,Lost/Missing Property,10/25/12,14:00,10/25/12,18:00,10/29/12,19:19,0,Classroom/Research,O,UNIVERSITY PARK CAMPUS,Oct
A,1200146,CECELE & MICHAEL BIRNKRANT RESIDENCE HALL,642,34TH ST,$0 ,SERVICE,Illness Response,01/15/12,12:15,01/15/12,12:15,01/15/12,12:18,4,University Housing,I,UNIVERSITY PARK CAMPUS,Jan
A,1200192,CECELE & MICHAEL BIRNKRANT RESIDENCE HALL,642,34TH ST,$300 ,PROPERTY,Lost/Missing Property,12/01/12,18:00,12/01/12,21:00,01/18/12,12:21,4,University Housing,O,UNIVERSITY PARK CAMPUS,Jan
A,1200268,CECELE & MICHAEL BIRNKRANT RESIDENCE HALL,642,34TH ST,$600 ,THEFT-PETTY,Theft Petty-Plain,01/22/12,04:30,01/22/12,04:45,01/22/12,05:00,4,University Housing,M,UNIVERSITY PARK CAMPUS,Jan
A,1200382,CECELE & MICHAEL BIRNKRANT RESIDENCE HALL,642,34TH ST,$500 ,THEFT-PETTY,Theft Petty-Plain,01/28/12,02:24,01/28/12,02:24,01/28/12,02:24,4,University Housing,M,UNIVERSITY PARK CAMPUS,Jan
A,1200488,CECELE & MICHAEL BIRNKRANT RESIDENCE HALL,642,34TH ST,$0 ,SERVICE,Injury Response,02/05/12,01:43,02/05/12,01:43,02/05/12,01:43,4,University Housing,I,UNIVERSITY PARK CAMPUS,Feb
A,1200548,CECELE & MICHAEL BIRNKRANT RESIDENCE HALL,642,34TH ST,$0 ,BATTERY,Battery,02/08/12,00:50,02/08/12,00:55,02/08/12,00:55,4,University Housing,M,UNIVERSITY PARK CAMPUS,Feb
A,1200549,CECELE & MICHAEL BIRNKRANT RESIDENCE HALL,642,34TH ST,$0 ,SERVICE,Illness Response,02/08/12,00:10,02/08/12,00:14,02/08/12,00:14,4,University Housing,I,UNIVERSITY PARK CAMPUS,Feb
A,1200615,CECELE & MICHAEL BIRNKRANT RESIDENCE HALL,642,34TH ST,$0 ,VEHICLE CODE,Possession Fake Identification,02/12/12,01:15,02/12/12,01:20,02/12/12,01:19,4,University Housing,M,UNIVERSITY PARK CAMPUS,Feb
A,1200700,CECELE & MICHAEL BIRNKRANT RESIDENCE HALL,642,34TH ST,$0 ,SERVICE,Illness Response,02/17/12,17:00,02/17/12,17:30,02/17/12,16:41,4,University Housing,I,UNIVERSITY PARK CAMPUS,Feb
