beat,CaseNbr,building,address,streetname,PersonalLoss,ccClass,ccDescription,DateOccuredFrom,TimeOccuredFrom,DateOccuredTo,TimeOccuredTo,datereported,Timereported,LocationCriteria,ListValue,ccLevel,SiteName,
A,1601775,34TH ST & WATT WY,,,$600 ,TRAFFIC,Traffic Collision Without Injuries,05/04/16,16:45,05/04/16,16:50,05/04/16,16:50,0,Street Intersection,I,UNIVERSITY PARK CAMPUS,May
A,1603269,34TH ST & WATT WY,,,$0 ,PROPERTY,Recovered Property Without a Crime,09/08/16,18:31,09/08/16,19:13,09/08/16,18:31,0,Street Intersection,I,UNIVERSITY PARK CAMPUS,Sep
A,1604645,AHMANSON CENTER FOR BIOLOGICAL RESEARCH,825,BLOOM WK,$0 ,PROPERTY,Recovered/Impounded Vehicle,11/30/16,10:09,11/30/16,13:00,11/30/16,10:09,0,Classroom/Research,I,UNIVERSITY PARK CAMPUS,Nov
A,1600856,ALBERT S. RAUBENHEIMER MUSIC FACULTY MEMORIAL BUIL,840,34TH ST,$45 ,PROPERTY,Lost/Missing Property,03/02/16,09:20,03/02/16,12:00,03/02/16,20:36,0,Classroom/Research,O,UNIVERSITY PARK CAMPUS,Mar
A,1603214,ALBERT S. RAUBENHEIMER MUSIC FACULTY MEMORIAL BUIL,840,34TH ST,"$1,000 ",THEFT-GRAND,Theft Bicycle,09/06/16,10:20,09/06/16,10:50,09/06/16,10:56,0,Classroom/Research,F,UNIVERSITY PARK CAMPUS,Sep
A,1603643,ALBERT S. RAUBENHEIMER MUSIC FACULTY MEMORIAL BUIL,840,34TH ST,$200 ,THEFT-PETTY,Theft Bicycle,09/28/16,18:58,09/28/16,18:59,09/28/16,18:58,0,Classroom/Research,M,UNIVERSITY PARK CAMPUS,Sep
A,1604347,ALBERT S. RAUBENHEIMER MUSIC FACULTY MEMORIAL BUIL,840,34TH ST,$0 ,SERVICE,Person Stuck In Elevator,11/08/16,11:57,11/08/16,12:13,11/08/16,11:57,0,Classroom/Research,I,UNIVERSITY PARK CAMPUS,Nov
A,1604568,ALBERT S. RAUBENHEIMER MUSIC FACULTY MEMORIAL BUIL,840,34TH ST,$110 ,THEFT-PETTY,Theft Petty-Plain,11/22/16,12:00,11/22/16,13:00,11/22/16,13:19,0,Classroom/Research,M,UNIVERSITY PARK CAMPUS,Nov
A,1604835,ALBERT S. RAUBENHEIMER MUSIC FACULTY MEMORIAL BUIL,840,34TH ST,$0 ,PROPERTY,Lost/Missing Property,12/04/16,14:00,12/04/16,16:00,12/15/16,11:12,0,Classroom/Research,O,UNIVERSITY PARK CAMPUS,Dec
A,1600146,ALLAN HANCOCK FOUNDATION,3616,TROUSDALE PK,$0 ,TRESPASS,Trespassing,01/15/16,14:05,01/15/16,15:21,01/15/16,14:05,0,Classroom/Research,M,UNIVERSITY PARK CAMPUS,Jan
A,1600717,ALLAN HANCOCK FOUNDATION,3616,TROUSDALE PK,$100 ,THEFT-PETTY,Theft Bicycle,02/18/16,14:00,02/18/16,17:00,02/22/16,14:08,0,Classroom/Research,M,UNIVERSITY PARK CAMPUS,Feb
A,1601067,ALLAN HANCOCK FOUNDATION,3616,TROUSDALE PK,$0 ,BURGLARY,Burglary-Commercial,03/18/16,18:45,03/20/16,19:42,03/20/16,19:42,0,Classroom/Research,F,UNIVERSITY PARK CAMPUS,Mar
A,1601174,ALLAN HANCOCK FOUNDATION,3616,TROUSDALE PK,$0 ,BURGLARY,Burglary-Commercial,03/25/16,05:30,03/28/16,06:00,03/28/16,05:26,0,Classroom/Research,F,UNIVERSITY PARK CAMPUS,Mar
A,1601544,ALLAN HANCOCK FOUNDATION,3616,TROUSDALE PK,$0 ,BURGLARY,Burglary-Commercial,04/15/16,17:00,04/18/16,07:50,04/18/16,08:02,0,Classroom/Research,F,UNIVERSITY PARK CAMPUS,Apr
A,1602114,ALLAN HANCOCK FOUNDATION,3616,TROUSDALE PK,$0 ,ADMINISTRATIVE,Report Voided,06/03/16,08:33,06/03/16,08:35,06/03/16,08:33,0,Classroom/Research,O,UNIVERSITY PARK CAMPUS,Jun
A,1602119,ALLAN HANCOCK FOUNDATION,3616,TROUSDALE PK,$135 ,THEFT-PETTY,Theft Bicycle,05/16/16,18:00,06/03/16,08:30,06/03/16,13:42,0,Classroom/Research,M,UNIVERSITY PARK CAMPUS,Jun
A,1602175,ALLAN HANCOCK FOUNDATION,3616,TROUSDALE PK,$0 ,SERVICE,Suspicious Circumstances,06/09/16,21:11,06/09/16,23:54,06/09/16,21:11,0,Classroom/Research,O,UNIVERSITY PARK CAMPUS,Jun
A,1602269,ALLAN HANCOCK FOUNDATION,3616,TROUSDALE PK,$0 ,SERVICE,Injury Response,06/20/16,11:39,06/20/16,12:25,06/20/16,11:39,0,Classroom/Research,I,UNIVERSITY PARK CAMPUS,Jun
A,1602337,ALLAN HANCOCK FOUNDATION,3616,TROUSDALE PK,$0 ,FIRE,Alarm Malfunction,06/27/16,22:33,06/27/16,23:06,06/27/16,22:33,0,Classroom/Research,I,UNIVERSITY PARK CAMPUS,Jun
A,1602633,ALLAN HANCOCK FOUNDATION,3616,TROUSDALE PK,$0 ,WARRANT,Warrant Arrest,07/28/16,00:36,07/28/16,03:11,07/28/16,00:36,0,Classroom/Research,M,UNIVERSITY PARK CAMPUS,Jul
A,1602685,ALLAN HANCOCK FOUNDATION,3616,TROUSDALE PK,"$1,517 ",THEFT-GRAND,Theft Grand-Plain,08/02/16,08:30,08/02/16,08:43,08/02/16,08:35,0,Classroom/Research,F,UNIVERSITY PARK CAMPUS,Aug
A,1602730,ALLAN HANCOCK FOUNDATION,3616,TROUSDALE PK,$0 ,SERVICE,Welfare Check,08/08/16,18:25,08/08/16,23:30,08/08/16,18:25,0,Classroom/Research,I,UNIVERSITY PARK CAMPUS,Aug
A,1600019,ANNENBERG SCHOOL FOR COMMUNICATION,3502,WATT WY,$0 ,FIRE,Alarm Accidental,01/05/16,13:02,01/05/16,15:33,01/05/16,13:02,0,Classroom/Research,I,UNIVERSITY PARK CAMPUS,Jan
A,1600029,ANNENBERG SCHOOL FOR COMMUNICATION,3502,WATT WY,$0 ,FIRE,Alarm Malfunction,01/06/16,19:13,01/06/16,20:01,01/06/16,19:13,0,Classroom/Research,I,UNIVERSITY PARK CAMPUS,Jan
A,1600867,ANNENBERG SCHOOL FOR COMMUNICATION,3502,WATT WY,$85 ,THEFT-PETTY,Theft Petty-Plain,03/02/16,16:00,03/02/16,19:00,03/03/16,11:26,0,Classroom/Research,M,UNIVERSITY PARK CAMPUS,Mar
A,1602556,ANNENBERG SCHOOL FOR COMMUNICATION,3502,WATT WY,$0 ,SERVICE,Suspicious Circumstances,12/27/15,11:50,04/20/16,12:48,07/19/16,11:50,0,Classroom/Research,O,UNIVERSITY PARK CAMPUS,Jul
A,1602697,ANNENBERG SCHOOL FOR COMMUNICATION,3502,WATT WY,$0 ,THEFT-PETTY,Theft Petty-Plain,08/01/16,09:30,08/03/16,11:00,08/03/16,11:32,0,Classroom/Research,M,UNIVERSITY PARK CAMPUS,Aug
A,1602876,ANNENBERG SCHOOL FOR COMMUNICATION,3502,WATT WY,$465 ,THEFT-PETTY,Theft Petty-Plain,08/19/16,17:30,08/19/16,20:00,08/20/16,19:00,0,Classroom/Research,M,UNIVERSITY PARK CAMPUS,Aug
A,1602946,ANNENBERG SCHOOL FOR COMMUNICATION,3502,WATT WY,$500 ,THEFT-PETTY,Theft Bicycle,08/23/16,18:50,08/23/16,18:50,08/23/16,19:10,0,Classroom/Research,M,UNIVERSITY PARK CAMPUS,Aug
A,1603137,ANNENBERG SCHOOL FOR COMMUNICATION,3502,WATT WY,$190 ,THEFT-PETTY,Theft Petty-Plain,09/01/16,20:20,09/01/16,20:25,09/02/16,10:32,0,Classroom/Research,M,UNIVERSITY PARK CAMPUS,Sep
A,1603835,ANNENBERG SCHOOL FOR COMMUNICATION,3502,WATT WY,"$1,300 ",PROPERTY,Lost/Missing Property,10/06/16,16:45,10/06/16,17:30,10/10/16,13:06,0,Classroom/Research,O,UNIVERSITY PARK CAMPUS,Oct
A,1603868,ANNENBERG SCHOOL FOR COMMUNICATION,3502,WATT WY,220,THEFT-PETTY,Theft Bicycle,10/11/16,16:15,10/11/16,18:45,10/11/16,18:53,0,Classroom/Research,M,UNIVERSITY PARK CAMPUS,Oct
A,1603980,ANNENBERG SCHOOL FOR COMMUNICATION,3502,WATT WY,1652.48,THEFT-GRAND,Theft Grand-Plain,10/17/16,17:15,10/17/16,18:30,10/17/16,18:39,0,Classroom/Research,F,UNIVERSITY PARK CAMPUS,Oct
A,1604093,ANNENBERG SCHOOL FOR COMMUNICATION,3502,WATT WY,$700 ,THEFT-PETTY,Theft Bicycle,10/24/16,14:30,10/24/16,17:30,10/24/16,19:46,0,Classroom/Research,M,UNIVERSITY PARK CAMPUS,Oct
A,1604175,ANNENBERG SCHOOL FOR COMMUNICATION,3502,WATT WY,$0 ,SERVICE,Injury Response,10/29/16,22:19,10/29/16,22:48,10/29/16,22:19,0,Classroom/Research,I,UNIVERSITY PARK CAMPUS,Oct
A,1604375,ANNENBERG SCHOOL FOR COMMUNICATION,3502,WATT WY,$25 ,THEFT-PETTY,Theft Petty-Plain,11/09/16,18:00,11/09/16,21:00,11/09/16,21:33,0,Classroom/Research,M,UNIVERSITY PARK CAMPUS,Nov
A,1604500,ANNENBERG SCHOOL FOR COMMUNICATION,3502,WATT WY,$250 ,THEFT-PETTY,Theft Bicycle,11/17/16,14:00,11/17/16,16:30,11/17/16,17:38,0,Classroom/Research,M,UNIVERSITY PARK CAMPUS,Nov
A,1604916,ANNENBERG SCHOOL FOR COMMUNICATION,3502,WATT WY,$0 ,BURGLARY,Burglary-Commercial,12/15/16,16:30,12/28/16,13:00,12/28/16,15:35,0,Classroom/Research,F,UNIVERSITY PARK CAMPUS,Dec
A,1601326,BANK OF AMERICA,3400,VERMONT AV,$0 ,PROPERTY,Recovered Property Without a Crime,04/05/16,14:40,04/05/16,14:49,04/05/16,14:40,0,Retail/Service,I,UNIVERSITY PARK CAMPUS,Apr
A,1602271,BANK OF AMERICA,3400,VERMONT AV,"$1,400 ",THEFT-GRAND,Theft Grand-Plain,06/20/16,13:30,06/20/16,13:35,06/20/16,13:38,0,Retail/Service,F,UNIVERSITY PARK CAMPUS,Jun
A,1603317,BANK OF AMERICA,3400,VERMONT AV,"$1,500 ",THEFT-GRAND,Theft Bicycle,09/10/16,18:05,09/10/16,18:10,09/10/16,18:03,0,Retail/Service,F,UNIVERSITY PARK CAMPUS,Sep
A,1604818,BANK OF AMERICA,3400,VERMONT AV,$0 ,DISTURBANCE,Disturbing The Peace,12/13/16,13:10,12/13/16,14:23,12/13/16,13:10,0,Retail/Service,M,UNIVERSITY PARK CAMPUS,Dec
A,1604908,BANK OF AMERICA,3400,VERMONT AV,$20 ,ROBBERY,Robbery-Simulated Weapon,12/26/16,18:00,12/26/16,18:40,12/26/16,18:07,0,Retail/Service,F,UNIVERSITY PARK CAMPUS,Dec
A,1601774,BARRACK  HALL,3670,TROUSDALE PK,$0 ,PROPERTY,Lost/Missing Property,04/28/16,17:45,04/28/16,19:30,05/04/16,16:12,0,Classroom/Research,O,UNIVERSITY PARK CAMPUS,May
A,1603393,BARRACK  HALL,3670,TROUSDALE PK,$0 ,NARCOTICS,Possession of a Controlled Substance,09/13/16,15:46,09/13/16,20:25,09/13/16,15:46,0,Classroom/Research,M,UNIVERSITY PARK CAMPUS,Sep
A,1603422,BARRACK  HALL,3670,TROUSDALE PK,"$2,500 ",THEFT-GRAND,Theft Bicycle,09/15/16,09:15,09/15/16,18:50,09/15/16,19:17,0,Classroom/Research,F,UNIVERSITY PARK CAMPUS,Sep
A,1604279,BARRACK  HALL,3670,TROUSDALE PK,$0 ,TRAFFIC,Traffic Collision-Bicycle,11/04/16,12:06,11/04/16,12:25,11/04/16,12:06,0,Classroom/Research,I,UNIVERSITY PARK CAMPUS,Nov
A,1601706,BIEGLER HALL OF ENGINEERING,920,DOWNEY WY,$0 ,EH&S,Water Leak,04/29/16,17:54,04/29/16,19:50,04/29/16,17:54,0,Classroom/Research,I,UNIVERSITY PARK CAMPUS,Apr
A,1603050,BIEGLER HALL OF ENGINEERING,920,DOWNEY WY,$0 ,SERVICE,Injury Response,08/29/16,10:59,08/29/16,12:24,08/29/16,10:59,0,Classroom/Research,I,UNIVERSITY PARK CAMPUS,Aug
A,1603693,BIEGLER HALL OF ENGINEERING,920,DOWNEY WY,$0 ,ALCOHOL,Drunk In Public,10/01/16,15:41,10/01/16,18:16,10/01/16,15:41,0,Classroom/Research,M,UNIVERSITY PARK CAMPUS,Oct
A,1601301,BING THEATRE,3500,WATT WY,$0 ,BATTERY,Battery,03/30/16,18:30,01/01/00,18:30,04/04/16,13:44,0,Classroom/Research,M,UNIVERSITY PARK CAMPUS,Apr
A,1604334,BING THEATRE,3500,WATT WY,$230 ,THEFT-PETTY,Theft Bicycle,11/05/16,23:00,11/07/16,16:39,11/07/16,16:29,0,Classroom/Research,M,UNIVERSITY PARK CAMPUS,Nov
A,1600498,BRITTINGHAM INTRAMURAL FIELD,3506,MCCLINTOCK AV,650,THEFT-PETTY,Theft Petty-Plain,02/08/16,20:36,02/08/16,20:38,02/08/16,20:36,0,Athletic Field,M,UNIVERSITY PARK CAMPUS,Feb
A,1600969,BRITTINGHAM INTRAMURAL FIELD,3506,MCCLINTOCK AV,0,SERVICE,Injury Response,03/10/16,22:31,03/10/16,22:31,03/10/16,22:31,0,Athletic Field,I,UNIVERSITY PARK CAMPUS,Mar
A,1601156,BRITTINGHAM INTRAMURAL FIELD,3506,MCCLINTOCK AV,$0 ,SERVICE,Injury Response,03/26/16,16:32,03/26/16,21:47,03/26/16,16:32,0,Athletic Field,I,UNIVERSITY PARK CAMPUS,Mar
A,1602444,BRITTINGHAM INTRAMURAL FIELD,3506,MCCLINTOCK AV,$0 ,SERVICE,Injury Response,07/07/16,17:53,07/07/16,18:20,07/07/16,17:53,0,Athletic Field,I,UNIVERSITY PARK CAMPUS,Jul
A,1602505,BRITTINGHAM INTRAMURAL FIELD,3506,MCCLINTOCK AV,$0 ,SERVICE,Injury Response,07/13/16,15:02,07/13/16,16:05,07/13/16,15:02,0,Athletic Field,I,UNIVERSITY PARK CAMPUS,Jul
A,1603236,BRITTINGHAM INTRAMURAL FIELD,3506,MCCLINTOCK AV,$736 ,THEFT-PETTY,Theft Petty-Plain,09/02/16,19:00,09/02/16,20:00,09/07/16,14:43,0,Athletic Field,M,UNIVERSITY PARK CAMPUS,Sep
A,1603319,BRITTINGHAM INTRAMURAL FIELD,3506,MCCLINTOCK AV,710,THEFT-PETTY,Theft Petty-Plain,09/10/16,20:00,09/10/16,20:56,09/10/16,20:37,0,Athletic Field,M,UNIVERSITY PARK CAMPUS,Sep
A,1603320,BRITTINGHAM INTRAMURAL FIELD,3506,MCCLINTOCK AV,500,THEFT-PETTY,Theft Petty-Plain,09/10/16,18:00,09/10/16,20:30,09/10/16,20:53,0,Athletic Field,M,UNIVERSITY PARK CAMPUS,Sep
A,1603362,BRITTINGHAM INTRAMURAL FIELD,3506,MCCLINTOCK AV,600,THEFT-PETTY,Theft Petty-Plain,09/12/16,18:00,09/12/16,18:50,09/12/16,19:43,0,Athletic Field,M,UNIVERSITY PARK CAMPUS,Sep
A,1603392,BRITTINGHAM INTRAMURAL FIELD,3506,MCCLINTOCK AV,90,THEFT-PETTY,Theft Petty-Plain,09/13/16,18:10,09/13/16,18:30,09/13/16,19:47,0,Athletic Field,M,UNIVERSITY PARK CAMPUS,Sep
A,1603501,BRITTINGHAM INTRAMURAL FIELD,3506,MCCLINTOCK AV,$0 ,SERVICE,Injury Response,09/20/16,22:11,09/20/16,22:39,09/20/16,22:11,0,Athletic Field,I,UNIVERSITY PARK CAMPUS,Sep
A,1603683,BRITTINGHAM INTRAMURAL FIELD,3506,MCCLINTOCK AV,$700 ,THEFT-PETTY,Theft Petty-Plain,09/30/16,21:53,09/30/16,22:50,09/30/16,23:47,0,Athletic Field,M,UNIVERSITY PARK CAMPUS,Sep
A,1603714,BRITTINGHAM INTRAMURAL FIELD,3506,MCCLINTOCK AV,"$1,675 ",THEFT-PETTY,Theft Petty-Plain,10/02/16,18:30,10/02/16,19:30,10/02/16,19:25,0,Athletic Field,M,UNIVERSITY PARK CAMPUS,Oct
A,1603739,BRITTINGHAM INTRAMURAL FIELD,3506,MCCLINTOCK AV,$0 ,SERVICE,Injury Response,10/03/16,20:34,10/03/16,21:03,10/03/16,20:34,0,Athletic Field,I,UNIVERSITY PARK CAMPUS,Oct
A,1603826,BRITTINGHAM INTRAMURAL FIELD,3506,MCCLINTOCK AV,$0 ,SERVICE,Injury Response,10/09/16,16:21,10/09/16,19:59,10/09/16,16:21,0,Athletic Field,I,UNIVERSITY PARK CAMPUS,Oct
A,1604286,BRITTINGHAM INTRAMURAL FIELD,3506,MCCLINTOCK AV,$0 ,SERVICE,Injury Response,11/04/16,22:21,11/04/16,23:20,11/04/16,22:21,0,Athletic Field,I,UNIVERSITY PARK CAMPUS,Nov
A,1604314,BRITTINGHAM INTRAMURAL FIELD,3506,MCCLINTOCK AV,$0 ,SERVICE,Injury Response,11/06/16,19:45,11/06/16,19:45,11/06/16,20:36,0,Athletic Field,I,UNIVERSITY PARK CAMPUS,Nov
A,1604472,BRITTINGHAM INTRAMURAL FIELD,3506,MCCLINTOCK AV,$0 ,SERVICE,Injury Response,11/15/16,20:38,11/15/16,21:41,11/15/16,20:38,0,Athletic Field,I,UNIVERSITY PARK CAMPUS,Nov
A,1600127,CECELE & MICHAEL BIRNKRANT RESIDENCE HALL,642,34TH ST,$0 ,THEFT-PETTY,Theft Bicycle,01/14/16,11:45,01/14/16,20:00,01/14/16,15:52,4,University Housing,M,UNIVERSITY PARK CAMPUS,Jan
A,1600155,CECELE & MICHAEL BIRNKRANT RESIDENCE HALL,642,34TH ST,$0 ,BATTERY,Battery,01/16/16,03:03,01/16/16,03:49,01/16/16,03:03,4,University Housing,M,UNIVERSITY PARK CAMPUS,Jan
A,1600159,CECELE & MICHAEL BIRNKRANT RESIDENCE HALL,642,34TH ST,$0 ,ALCOHOL,Alcohol/Drug Overdose,01/17/16,01:37,01/17/16,03:03,01/17/16,01:37,4,University Housing,I,UNIVERSITY PARK CAMPUS,Jan
A,1600254,CECELE & MICHAEL BIRNKRANT RESIDENCE HALL,642,34TH ST,$0 ,ALCOHOL,Alcohol/Drug Overdose,01/23/16,23:05,01/24/16,01:00,01/23/16,23:05,4,University Housing,I,UNIVERSITY PARK CAMPUS,Jan
A,1600317,CECELE & MICHAEL BIRNKRANT RESIDENCE HALL,642,34TH ST,$0 ,SERVICE,Illness Response,01/28/16,08:18,01/28/16,09:23,01/28/16,08:18,4,University Housing,I,UNIVERSITY PARK CAMPUS,Jan
A,1600351,CECELE & MICHAEL BIRNKRANT RESIDENCE HALL,642,34TH ST,$0 ,ALCOHOL,Alcohol/Drug Overdose,01/30/16,00:49,01/30/16,02:09,01/30/16,00:49,4,University Housing,I,UNIVERSITY PARK CAMPUS,Jan
A,1600433,CECELE & MICHAEL BIRNKRANT RESIDENCE HALL,642,34TH ST,$0 ,SERVICE,Injury Response,02/04/16,08:31,02/04/16,08:58,02/04/16,08:31,4,University Housing,I,UNIVERSITY PARK CAMPUS,Feb
A,1600735,CECELE & MICHAEL BIRNKRANT RESIDENCE HALL,642,34TH ST,$320 ,THEFT-PETTY,Theft Bicycle,02/19/16,15:00,02/22/16,09:00,02/23/16,18:35,4,University Housing,M,UNIVERSITY PARK CAMPUS,Feb
A,1600962,CECELE & MICHAEL BIRNKRANT RESIDENCE HALL,642,34TH ST,$0 ,SEX OFFENSE,Sexual Battery,03/10/16,13:47,03/10/16,13:47,03/10/16,13:47,4,University Housing,F,UNIVERSITY PARK CAMPUS,Mar
A,1601192,CECELE & MICHAEL BIRNKRANT RESIDENCE HALL,642,34TH ST,$0 ,SERVICE,Illness Response,03/29/16,14:05,03/29/16,14:49,03/29/16,14:05,4,University Housing,I,UNIVERSITY PARK CAMPUS,Mar
A,1601286,CECELE & MICHAEL BIRNKRANT RESIDENCE HALL,642,34TH ST,$0 ,FIRE,Alarm Malfunction,04/03/16,10:42,04/03/16,12:17,04/03/16,10:42,4,University Housing,I,UNIVERSITY PARK CAMPUS,Apr
A,1601419,CECELE & MICHAEL BIRNKRANT RESIDENCE HALL,642,34TH ST,$63 ,THEFT-PETTY,Theft Petty-Plain,04/07/16,23:30,04/08/16,01:30,04/10/16,18:00,4,University Housing,M,UNIVERSITY PARK CAMPUS,Apr
A,1601703,CECELE & MICHAEL BIRNKRANT RESIDENCE HALL,642,34TH ST,$0 ,VANDALISM,Vandalism-Felony,04/29/16,09:30,04/29/16,12:00,04/29/16,12:26,4,University Housing,F,UNIVERSITY PARK CAMPUS,Apr
A,1602644,CECELE & MICHAEL BIRNKRANT RESIDENCE HALL,642,34TH ST,$0 ,SERVICE,Suspicious Circumstances,07/29/16,08:51,07/29/16,11:54,07/29/16,10:40,4,University Housing,O,UNIVERSITY PARK CAMPUS,Jul
A,1602800,CECELE & MICHAEL BIRNKRANT RESIDENCE HALL,642,34TH ST,$0 ,SERVICE,Person Stuck In Elevator,08/15/16,20:32,08/15/16,21:11,08/15/16,20:32,4,University Housing,I,UNIVERSITY PARK CAMPUS,Aug
A,1602837,CECELE & MICHAEL BIRNKRANT RESIDENCE HALL,642,34TH ST,$0 ,SERVICE,Illness Response,08/18/16,07:43,08/18/16,08:07,08/18/16,07:43,4,University Housing,I,UNIVERSITY PARK CAMPUS,Aug
A,1602858,CECELE & MICHAEL BIRNKRANT RESIDENCE HALL,642,34TH ST,$0 ,SERVICE,Person Stuck In Elevator,08/19/16,17:33,08/19/16,19:52,08/19/16,17:33,4,University Housing,I,UNIVERSITY PARK CAMPUS,Aug
A,1603000,CECELE & MICHAEL BIRNKRANT RESIDENCE HALL,642,34TH ST,$100 ,THEFT-PETTY,Theft Petty-Plain,08/26/16,16:00,08/26/16,16:25,08/26/16,20:33,4,University Housing,M,UNIVERSITY PARK CAMPUS,Aug
A,1603575,CECELE & MICHAEL BIRNKRANT RESIDENCE HALL,642,34TH ST,$0 ,SERVICE,Illness Response,09/25/16,11:35,09/25/16,12:14,09/25/16,11:35,4,University Housing,I,UNIVERSITY PARK CAMPUS,Sep
A,1603684,CECELE & MICHAEL BIRNKRANT RESIDENCE HALL,642,34TH ST,$0 ,ALCOHOL,Alcohol/Drug Overdose,10/01/16,03:49,10/01/16,05:00,10/01/16,03:49,4,University Housing,I,UNIVERSITY PARK CAMPUS,Oct
A,1603695,CECELE & MICHAEL BIRNKRANT RESIDENCE HALL,642,34TH ST,$0 ,ASSAULT,Assault-Other Dangerous Weapon,10/01/16,16:11,10/01/16,18:27,10/01/16,16:11,4,University Housing,F,UNIVERSITY PARK CAMPUS,Oct
A,1603842,CECELE & MICHAEL BIRNKRANT RESIDENCE HALL,642,34TH ST,$0 ,SERVICE,Injury Response,10/10/16,17:33,10/10/16,17:51,10/10/16,17:33,4,University Housing,I,UNIVERSITY PARK CAMPUS,Oct
A,1603898,CECELE & MICHAEL BIRNKRANT RESIDENCE HALL,642,34TH ST,$200 ,THEFT-PETTY,Theft Bicycle,10/10/16,12:30,10/12/16,07:45,10/13/16,11:51,4,University Housing,M,UNIVERSITY PARK CAMPUS,Oct
A,1603946,CECELE & MICHAEL BIRNKRANT RESIDENCE HALL,642,34TH ST,$0 ,SERVICE,Suspicious Circumstances,10/16/16,09:30,10/16/16,10:23,10/16/16,09:43,4,University Housing,O,UNIVERSITY PARK CAMPUS,Oct
A,1604041,CECELE & MICHAEL BIRNKRANT RESIDENCE HALL,642,34TH ST,$0 ,SERVICE,Injury Response,10/21/16,17:45,10/21/16,18:51,10/21/16,17:45,4,University Housing,I,UNIVERSITY PARK CAMPUS,Oct
A,1604212,CECELE & MICHAEL BIRNKRANT RESIDENCE HALL,642,34TH ST,$200 ,THEFT-PETTY,Theft Bicycle,10/31/16,21:11,10/31/16,22:04,10/31/16,21:11,4,University Housing,M,UNIVERSITY PARK CAMPUS,Oct
A,1604354,CECELE & MICHAEL BIRNKRANT RESIDENCE HALL,642,34TH ST,$0 ,HARASSMENT,Stalking,11/08/16,18:59,11/08/16,20:23,11/08/16,18:59,4,University Housing,M,UNIVERSITY PARK CAMPUS,Nov
A,1604825,CECELE & MICHAEL BIRNKRANT RESIDENCE HALL,642,34TH ST,$0 ,THEFT-PETTY,Theft Bicycle,12/13/16,21:30,12/14/16,10:57,12/14/16,10:57,4,University Housing,M,UNIVERSITY PARK CAMPUS,Dec
A,1600041,CENTER OF CAMPUS,,,$0 ,TRESPASS,Trespassing,01/08/16,01:46,01/08/16,02:20,01/08/16,01:46,0,Street Intersection,M,UNIVERSITY PARK CAMPUS,Jan
